OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
388,08013012101,"Census Tract 121.01, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3742,Middle Quintile,10.5,95% C.I.: 10.2 - 10.8
389,08013013205,"Census Tract 132.05, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4100,Second Quintile,10,95% C.I.: 9.6 - 10.3
390,08013013306,"Census Tract 133.06, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3650,Fourth Quintile,12.5,95% C.I.: 11.9 - 13.1
391,08013012201,"Census Tract 122.01, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3372,Middle Quintile,10.9,95% C.I.: 10.6 - 11.3
392,08013012705,"Census Tract 127.05, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3319,Fourth Quintile,11.8,95% C.I.: 11.3 - 12.3
393,08013012708,"Census Tract 127.08, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4265,Lowest Quintile,9.3,95% C.I.: 9 - 9.7
394,08013013601,"Census Tract 136.01, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3247,Second Quintile,9.8,95% C.I.: 9.5 - 10.2
395,08013012710,"Census Tract 127.10, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2972,Lowest Quintile,8.7,95% C.I.: 8.4 - 9.1
396,08013013701,"Census Tract 137.01, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5337,Lowest Quintile,8.6,95% C.I.: 8.3 - 9
397,08013013702,"Census Tract 137.02, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5083,Second Quintile,9.5,95% C.I.: 9.2 - 9.9
398,08013013202,"Census Tract 132.02, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1185,Lowest Quintile,9.4,95% C.I.: 9.1 - 9.8
399,08013012204,"Census Tract 122.04, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3553,Highest Quintile,13.3,95% C.I.: 12.8 - 13.7
400,08013013602,"Census Tract 136.02, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),870,Lowest Quintile,8,95% C.I.: 7.7 - 8.3
401,08013012903,"Census Tract 129.03, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1802,Second Quintile,10,95% C.I.: 9.6 - 10.5
402,08013012501,"Census Tract 125.01, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2188,Fourth Quintile,12.3,95% C.I.: 11.9 - 13
403,08013012603,"Census Tract 126.03, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2711,Second Quintile,9.8,95% C.I.: 9.4 - 10.1
404,08013012511,"Census Tract 125.11, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5198,Highest Quintile,13,95% C.I.: 12.5 - 13.6
405,08013012709,"Census Tract 127.09, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1459,Lowest Quintile,9.1,95% C.I.: 8.7 - 9.5
406,08075966300,"Census Tract 9663, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3984,Lowest Quintile,8.5,95% C.I.: 7.5 - 10.8
407,08075966200,"Census Tract 9662, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3412,Lowest Quintile,9,95% C.I.: 8 - 11
408,08075966100,"Census Tract 9661, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5831,Middle Quintile,9.7,95% C.I.: 8.6 - 11.8
409,08075966000,"Census Tract 9660, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1652,Second Quintile,9.6,95% C.I.: 8.5 - 11
410,08075966400,"Census Tract 9664, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1754,Lowest Quintile,8.9,95% C.I.: 8 - 11.1
411,08075965900,"Census Tract 9659, Logan County, Colorado",Logan,1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 6.5 - 13.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1015,Second Quintile,9.7,95% C.I.: 8.7 - 11.3
412,08013060800,"Census Tract 608, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5344,Highest Quintile,12.8,95% C.I.: 12.2 - 13.4
413,08013013507,"Census Tract 135.07, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2600,Fourth Quintile,12.6,95% C.I.: 12 - 13.1
414,08013013505,"Census Tract 135.05, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3381,Highest Quintile,14.6,95% C.I.: 13.9 - 15.4
415,08013013212,"Census Tract 132.12, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3381,Fourth Quintile,11.9,95% C.I.: 11.5 - 12.4
416,08013061300,"Census Tract 613, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2355,Fourth Quintile,11.5,95% C.I.: 11.1 - 12
417,08013061400,"Census Tract 614, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2490,Middle Quintile,11.1,95% C.I.: 10.6 - 11.5
418,08013012607,"Census Tract 126.07, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4792,Highest Quintile,15.3,95% C.I.: 14.7 - 15.9
419,08013013508,"Census Tract 135.08, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5234,Middle Quintile,11.1,95% C.I.: 10.6 - 11.6
420,08013013506,"Census Tract 135.06, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3100,Middle Quintile,10.9,95% C.I.: 10.4 - 11.4
421,08013013213,"Census Tract 132.13, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5419,Middle Quintile,11.2,95% C.I.: 10.8 - 11.6
422,08013012608,"Census Tract 126.08, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2167,Fourth Quintile,12,95% C.I.: 11.6 - 12.4
423,08013060600,"Census Tract 606, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4330,Highest Quintile,13.3,95% C.I.: 12.8 - 13.8
424,08013060700,"Census Tract 607, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2522,Middle Quintile,10.6,95% C.I.: 10.2 - 11.1
425,08013013005,"Census Tract 130.05, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2565,Second Quintile,10,95% C.I.: 9.6 - 10.3
426,08013012508,"Census Tract 125.08, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2603,Fourth Quintile,12,95% C.I.: 11.6 - 12.4
427,08013012605,"Census Tract 126.05, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1607,Highest Quintile,14.6,95% C.I.: 14 - 15.1
428,08013013004,"Census Tract 130.04, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2652,Middle Quintile,10.5,95% C.I.: 10.2 - 10.9
429,08013012401,"Census Tract 124.01, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6074,Highest Quintile,14.2,95% C.I.: 13.7 - 14.8
430,08013012300,"Census Tract 123, Boulder County, Colorado",Boulder,16,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6531,Highest Quintile,15.9,95% C.I.: 15.3 - 16.5
431,08013012202,"Census Tract 122.02, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6240,Highest Quintile,15.1,95% C.I.: 14.5 - 15.7
432,08013012102,"Census Tract 121.02, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6090,Middle Quintile,11,95% C.I.: 10.6 - 11.4
433,08013012105,"Census Tract 121.05, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4307,Middle Quintile,11.1,95% C.I.: 10.7 - 11.5
434,08013012104,"Census Tract 121.04, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2046,Lowest Quintile,9.3,95% C.I.: 9 - 9.7
435,08013012904,"Census Tract 129.04, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4380,Lowest Quintile,9.5,95% C.I.: 9.1 - 9.9
436,08013012707,"Census Tract 127.07, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1881,Middle Quintile,10.4,95% C.I.: 9.9 - 10.8
437,08013012905,"Census Tract 129.05, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1985,Fourth Quintile,11.5,95% C.I.: 10.9 - 12.3
438,08013012103,"Census Tract 121.03, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3171,Middle Quintile,10.2,95% C.I.: 9.9 - 10.6
439,08013012800,"Census Tract 128, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),8247,Second Quintile,10.2,95% C.I.: 9.8 - 10.6
440,08123001412,"Census Tract 14.12, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1656,Second Quintile,13.4,95% C.I.: 12.9 - 14
441,08123001407,"Census Tract 14.07, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1472,Lowest Quintile,12.6,95% C.I.: 12.2 - 13.1
442,08123001408,"Census Tract 14.08, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1809,Lowest Quintile,12.9,95% C.I.: 12.3 - 13.5
443,08123001405,"Census Tract 14.05, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2645,Fourth Quintile,15.2,95% C.I.: 14.6 - 15.9
444,08123001406,"Census Tract 14.06, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4083,Middle Quintile,14,95% C.I.: 13.4 - 14.7
445,08123001414,"Census Tract 14.14, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1770,Fourth Quintile,14.9,95% C.I.: 14.4 - 15.6
446,08123001003,"Census Tract 10.03, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3092,Highest Quintile,17.1,95% C.I.: 16.3 - 18.4
447,08123002207,"Census Tract 22.07, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1713,Lowest Quintile,13,95% C.I.: 12.6 - 13.5
448,08123002009,"Census Tract 20.09, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1092,Lowest Quintile,12.2,95% C.I.: 11.8 - 12.6
449,08123001908,"Census Tract 19.08, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1888,Fourth Quintile,15.5,95% C.I.: 14.8 - 16.2
450,08123002010,"Census Tract 20.10, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1645,Fourth Quintile,14.8,95% C.I.: 14.3 - 15.5
451,08123001906,"Census Tract 19.06, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1191,Fourth Quintile,14.6,95% C.I.: 14 - 15.3
452,08123002103,"Census Tract 21.03, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6308,Lowest Quintile,12.9,95% C.I.: 12.4 - 13.4
453,08123001410,"Census Tract 14.10, Weld County, Colorado",Weld,18,Second Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2848,Lowest Quintile,10.5,95% C.I.: 10.1 - 11.2
454,08123002208,"Census Tract 22.08, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3561,Second Quintile,13.1,95% C.I.: 12.7 - 13.7
455,08123001417,"Census Tract 14.17, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1417,Fourth Quintile,14.9,95% C.I.: 14.3 - 15.6
456,08123001416,"Census Tract 14.16, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1718,Second Quintile,13.3,95% C.I.: 12.8 - 13.8
457,08123001005,"Census Tract 10.05, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5049,Highest Quintile,16.7,95% C.I.: 16.1 - 17.5
458,08123001004,"Census Tract 10.04, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3357,Highest Quintile,17.4,95% C.I.: 16.7 - 18.2
459,08123000705,"Census Tract 7.05, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1100,Middle Quintile,14,95% C.I.: 13.3 - 14.7
460,08123000800,"Census Tract 8, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3283,Fourth Quintile,15,95% C.I.: 14.4 - 15.8
461,08123000200,"Census Tract 2, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3323,Fourth Quintile,15,95% C.I.: 14.4 - 15.8
462,08123000100,"Census Tract 1, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1932,Middle Quintile,14.2,95% C.I.: 13.5 - 14.9
463,08123000300,"Census Tract 3, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2075,Highest Quintile,17,95% C.I.: 16.4 - 17.8
464,08123000900,"Census Tract 9, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2336,Fourth Quintile,14.9,95% C.I.: 14.4 - 15.6
465,08123000402,"Census Tract 4.02, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2773,Highest Quintile,15.7,95% C.I.: 15 - 16.5
466,08123001202,"Census Tract 12.02, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2382,Second Quintile,13.2,95% C.I.: 12.6 - 13.9
467,08123001300,"Census Tract 13, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5078,Highest Quintile,16.5,95% C.I.: 15.7 - 17.4
468,08123001201,"Census Tract 12.01, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2896,Fourth Quintile,15.2,95% C.I.: 14.5 - 15.9
469,08123000502,"Census Tract 5.02, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2318,Highest Quintile,17.7,95% C.I.: 16.8 - 18.8
470,08123000401,"Census Tract 4.01, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2619,Second Quintile,13.2,95% C.I.: 12.6 - 13.8
471,08123001100,"Census Tract 11, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2989,Second Quintile,13.4,95% C.I.: 12.8 - 14.2
472,08123001800,"Census Tract 18, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3394,Second Quintile,13.7,95% C.I.: 13.2 - 14.3
473,08123000600,"Census Tract 6, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1656,Fourth Quintile,15.3,95% C.I.: 14.6 - 16.6
474,08123001700,"Census Tract 17, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3722,Middle Quintile,14.6,95% C.I.: 14 - 15.2
475,08123001404,"Census Tract 14.04, Weld County, Colorado",Weld,18,Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2351,Middle Quintile,14.2,95% C.I.: 13.7 - 14.8
476,08123002502,"Census Tract 25.02, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4305,Lowest Quintile,13,95% C.I.: 12.5 - 13.5
477,08123001902,"Census Tract 19.02, Weld County, Colorado",Weld,18,Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5584,Highest Quintile,16.4,95% C.I.: 15.8 - 17.2
478,08123001500,"Census Tract 15, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4827,Second Quintile,13.4,95% C.I.: 12.9 - 14
479,08123002300,"Census Tract 23, Weld County, Colorado",Weld,18,Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 13.7 - 17.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3622,Second Quintile,13.3,95% C.I.: 12.8 - 13.8
