OBJECTID,FIPS,NAME,COUNTY,HSR,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MNTLD,MCONFINT
952,08031005200,"Census Tract 52, Denver County, Colorado",Denver,20,2722,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.9,95% C.I.: 8.6 - 9.2
953,08031002100,"Census Tract 21, Denver County, Colorado",Denver,20,4852,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 9.2 - 10
954,08031000902,"Census Tract 9.02, Denver County, Colorado",Denver,20,4191,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.2,95% C.I.: 9.8 - 10.7
955,08031000904,"Census Tract 9.04, Denver County, Colorado",Denver,20,3410,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.6,95% C.I.: 10.1 - 11
956,08031008305,"Census Tract 83.05, Denver County, Colorado",Denver,20,2828,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11,95% C.I.: 10.5 - 11.6
957,08031008304,"Census Tract 83.04, Denver County, Colorado",Denver,20,2505,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11,95% C.I.: 10.6 - 11.5
958,08031007006,"Census Tract 70.06, Denver County, Colorado",Denver,20,3680,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.1,95% C.I.: 10.7 - 11.6
959,08031004505,"Census Tract 45.05, Denver County, Colorado",Denver,20,2732,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10,95% C.I.: 9.5 - 10.4
960,08031004504,"Census Tract 45.04, Denver County, Colorado",Denver,20,2814,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.4,95% C.I.: 10.9 - 11.9
961,08031004503,"Census Tract 45.03, Denver County, Colorado",Denver,20,2767,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.3,95% C.I.: 9.8 - 10.7
962,08031004006,"Census Tract 40.06, Denver County, Colorado",Denver,20,3779,Second Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.7,95% C.I.: 8.5 - 9
963,08031003001,"Census Tract 30.01, Denver County, Colorado",Denver,20,4918,Second Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.1 - 8.6
964,08031001403,"Census Tract 14.03, Denver County, Colorado",Denver,20,2753,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.5,95% C.I.: 9.1 - 9.8
965,08031006813,"Census Tract 68.13, Denver County, Colorado",Denver,20,3645,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 9.3 - 10.1
966,08031006814,"Census Tract 68.14, Denver County, Colorado",Denver,20,3422,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 9.3 - 10.1
967,08031006811,"Census Tract 68.11, Denver County, Colorado",Denver,20,5278,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 9.2 - 9.9
968,08031007037,"Census Tract 70.37, Denver County, Colorado",Denver,20,3161,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.1,95% C.I.: 11.6 - 12.6
969,08031007088,"Census Tract 70.88, Denver County, Colorado",Denver,20,4000,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.1,95% C.I.: 9.7 - 10.5
970,08031007089,"Census Tract 70.89, Denver County, Colorado",Denver,20,4572,Second Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.2 - 11.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.3,95% C.I.: 8 - 8.7
971,08005081800,"Census Tract 818, Arapahoe County, Colorado",Arapahoe,15,3614,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.2,95% C.I.: 8.7 - 9.7
972,08005007500,"Census Tract 75, Arapahoe County, Colorado",Arapahoe,15,1940,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9,95% C.I.: 8.5 - 9.4
973,08005082300,"Census Tract 823, Arapahoe County, Colorado",Arapahoe,15,2686,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.3,95% C.I.: 8.9 - 9.7
974,08005081600,"Census Tract 816, Arapahoe County, Colorado",Arapahoe,15,3918,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.7,95% C.I.: 8.4 - 9.1
975,08005080700,"Census Tract 807, Arapahoe County, Colorado",Arapahoe,15,4158,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.9,95% C.I.: 8.5 - 9.4
976,08005006808,"Census Tract 68.08, Arapahoe County, Colorado",Arapahoe,15,3999,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.7,95% C.I.: 8.4 - 8.9
977,08005084600,"Census Tract 846, Arapahoe County, Colorado",Arapahoe,15,4027,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9,95% C.I.: 8.6 - 9.3
978,08005006711,"Census Tract 67.11, Arapahoe County, Colorado",Arapahoe,15,2997,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.1 - 8.6
979,08005006815,"Census Tract 68.15, Arapahoe County, Colorado",Arapahoe,15,3124,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.5,95% C.I.: 9.1 - 9.8
980,08005082600,"Census Tract 826, Arapahoe County, Colorado",Arapahoe,15,3589,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.4,95% C.I.: 8.9 - 9.8
981,08005080200,"Census Tract 802, Arapahoe County, Colorado",Arapahoe,15,4383,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8 - 8.9
982,08041003801,"Census Tract 38.01, El Paso County, Colorado",El Paso,4,1200,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.3,95% C.I.: 11.9 - 12.7
983,08041005111,"Census Tract 51.11, El Paso County, Colorado",El Paso,4,4695,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.3,95% C.I.: 11.9 - 12.7
984,08041007101,"Census Tract 71.01, El Paso County, Colorado",El Paso,4,4308,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.5,95% C.I.: 11.1 - 11.8
985,08041007201,"Census Tract 72.01, El Paso County, Colorado",El Paso,4,5100,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.8,95% C.I.: 11.5 - 12.1
986,08041006901,"Census Tract 69.01, El Paso County, Colorado",El Paso,4,3633,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.7,95% C.I.: 11.3 - 12
987,08041006301,"Census Tract 63.01, El Paso County, Colorado",El Paso,4,3488,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.8,95% C.I.: 11.3 - 12.3
988,08041006302,"Census Tract 63.02, El Paso County, Colorado",El Paso,4,4226,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13.4,95% C.I.: 12.9 - 13.9
989,08041005110,"Census Tract 51.10, El Paso County, Colorado",El Paso,4,2918,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.9,95% C.I.: 11.5 - 12.3
990,08041006801,"Census Tract 68.01, El Paso County, Colorado",El Paso,4,3269,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.1,95% C.I.: 11.7 - 12.4
991,08041006802,"Census Tract 68.02, El Paso County, Colorado",El Paso,4,2737,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.4,95% C.I.: 11 - 11.7
992,08041004601,"Census Tract 46.01, El Paso County, Colorado",El Paso,4,3047,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.6,95% C.I.: 10.3 - 10.8
993,08041004511,"Census Tract 45.11, El Paso County, Colorado",El Paso,4,5180,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.9,95% C.I.: 11.5 - 12.2
994,08041004602,"Census Tract 46.02, El Paso County, Colorado",El Paso,4,2853,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10.3 - 10.8
995,08041007601,"Census Tract 76.01, El Paso County, Colorado",El Paso,4,4972,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.8,95% C.I.: 10.5 - 11.1
996,08041007602,"Census Tract 76.02, El Paso County, Colorado",El Paso,4,2616,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10.2 - 10.8
997,08041007202,"Census Tract 72.02, El Paso County, Colorado",El Paso,4,6427,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.2,95% C.I.: 9.9 - 10.5
998,08041003802,"Census Tract 38.02, El Paso County, Colorado",El Paso,4,3828,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.2,95% C.I.: 11.9 - 12.5
999,08041003307,"Census Tract 33.07, El Paso County, Colorado",El Paso,4,2711,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.7,95% C.I.: 11.3 - 12.1
1000,08041003400,"Census Tract 34, El Paso County, Colorado",El Paso,4,2915,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.2,95% C.I.: 9.9 - 10.4
1001,08041006700,"Census Tract 67, El Paso County, Colorado",El Paso,4,5083,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.2,95% C.I.: 10 - 10.5
1002,08041003701,"Census Tract 37.01, El Paso County, Colorado",El Paso,4,5707,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10.2 - 10.8
1003,08041004100,"Census Tract 41, El Paso County, Colorado",El Paso,4,3564,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.6,95% C.I.: 11.3 - 12
1004,08041004200,"Census Tract 42, El Paso County, Colorado",El Paso,4,2888,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.6,95% C.I.: 11.3 - 12
1005,08041004508,"Census Tract 45.08, El Paso County, Colorado",El Paso,4,4402,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.9,95% C.I.: 11.5 - 12.3
1006,08041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,4,2475,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.6,95% C.I.: 10.2 - 11.1
1007,08041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,4,3368,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.1,95% C.I.: 10.7 - 11.5
1008,08041004300,"Census Tract 43, El Paso County, Colorado",El Paso,4,4823,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.8,95% C.I.: 11.4 - 12.2
1009,08041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4,3900,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.8,95% C.I.: 11.5 - 12.3
1010,08041006200,"Census Tract 62, El Paso County, Colorado",El Paso,4,4224,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.1,95% C.I.: 11.6 - 12.5
1011,08041006100,"Census Tract 61, El Paso County, Colorado",El Paso,4,2829,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.3,95% C.I.: 11.9 - 12.8
1012,08041006000,"Census Tract 60, El Paso County, Colorado",El Paso,4,4521,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.4,95% C.I.: 10.9 - 11.8
1013,08041005900,"Census Tract 59, El Paso County, Colorado",El Paso,4,5624,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.4,95% C.I.: 10.1 - 10.8
1014,08041005800,"Census Tract 58, El Paso County, Colorado",El Paso,4,2443,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.9,95% C.I.: 9.6 - 10.2
1015,08041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4,4800,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.9,95% C.I.: 10.5 - 11.2
1016,08041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,4,2469,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11,95% C.I.: 10.7 - 11.4
1017,08041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4,4692,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.4,95% C.I.: 11.1 - 11.8
1018,08041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,4,1208,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12,95% C.I.: 11.5 - 12.5
1019,08041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,4,2202,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.4,95% C.I.: 10 - 10.9
1020,08041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,4,2728,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.4,95% C.I.: 11.1 - 11.7
1021,08041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,4,3614,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.6,95% C.I.: 10.4 - 10.9
1022,08041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4,4311,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.9,95% C.I.: 10.6 - 11.2
1023,08041003000,"Census Tract 30, El Paso County, Colorado",El Paso,4,3930,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.8,95% C.I.: 10.5 - 11.1
1024,08041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4,4603,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11,95% C.I.: 10.6 - 11.4
1025,08041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,4,8677,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.1,95% C.I.: 11.7 - 12.5
1026,08041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4,4507,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12,95% C.I.: 11.5 - 12.5
1027,08041002000,"Census Tract 20, El Paso County, Colorado",El Paso,4,5300,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.5,95% C.I.: 11.1 - 11.9
1028,08041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4,3759,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.5,95% C.I.: 11.1 - 11.9
1029,08041001900,"Census Tract 19, El Paso County, Colorado",El Paso,4,3547,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.7,95% C.I.: 10.3 - 11
1030,08041001800,"Census Tract 18, El Paso County, Colorado",El Paso,4,1673,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.9,95% C.I.: 10.6 - 11.2
1031,08041001700,"Census Tract 17, El Paso County, Colorado",El Paso,4,1836,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.7,95% C.I.: 12.3 - 13.1
1032,08041001600,"Census Tract 16, El Paso County, Colorado",El Paso,4,3313,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.8,95% C.I.: 12.5 - 13.2
1033,08041001500,"Census Tract 15, El Paso County, Colorado",El Paso,4,1936,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11,95% C.I.: 10.7 - 11.4
1034,08041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4,5184,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10.2 - 10.8
1035,08041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,4,1034,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.9,95% C.I.: 10.6 - 11.3
1036,08041001000,"Census Tract 10, El Paso County, Colorado",El Paso,4,1828,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.4,95% C.I.: 10.1 - 10.7
1037,08041000900,"Census Tract 9, El Paso County, Colorado",El Paso,4,2017,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11,95% C.I.: 10.7 - 11.2
1038,08041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,4,5466,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,10.9,95% C.I.: 10.5 - 11.2
1039,08041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,4,4759,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.9,95% C.I.: 11.6 - 12.3
1040,08041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,4,5839,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.6,95% C.I.: 11.3 - 12
1041,08041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,4,6244,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.3,95% C.I.: 11 - 11.7
1042,08041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,4,5412,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.1,95% C.I.: 11.7 - 12.4
1043,08041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,4,7549,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.6,95% C.I.: 12.2 - 13
1044,08041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,4,3500,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11,95% C.I.: 10.6 - 11.3
1045,08041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,4,3740,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.8,95% C.I.: 11.5 - 12.2
1046,08041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4,3926,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12,95% C.I.: 11.6 - 12.4
1047,08041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,4,5319,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.3,95% C.I.: 11.9 - 12.7
1048,08041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,4,6146,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.2,95% C.I.: 11.8 - 12.6
1049,08041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4,4561,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13.4,95% C.I.: 13 - 13.9
1050,08041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,4,5760,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10.2 - 10.8
1051,08041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4,5032,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13,95% C.I.: 12.6 - 13.4
1052,08041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,4,654,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.8 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.9,95% C.I.: 11.4 - 12.3
