OBJECTID,FIPS,NAME,COUNTY,HSR,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MNTLD,MCONFINT
1,08043979000,"Census Tract 9790, Fremont County, Colorado",Fremont,13,2932,Second Quintile,County/Regional Estimate 11.6% (95% C.I.: 8.6 - 14.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.8,95% C.I.: 8 - 9.6
2,08045951600,"Census Tract 9516, Garfield County, Colorado",Garfield,12,3030,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.1,95% C.I.: 7.3 - 9.1
3,08069002803,"Census Tract 28.03, Larimer County, Colorado",Larimer,2,91,Fourth Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.8,95% C.I.: 9.3 - 10.2
4,08125963200,"Census Tract 9632, Yuma County, Colorado",Yuma,1,4339,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 1.2 - 5.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.3,95% C.I.: 2.6 - 5
5,08069002401,"Census Tract 24.01, Larimer County, Colorado",Larimer,2,942,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.2,95% C.I.: 6.9 - 7.6
6,08069002402,"Census Tract 24.02, Larimer County, Colorado",Larimer,2,2203,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.8,95% C.I.: 6.4 - 7.1
7,08103951200,"Census Tract 9512, Rio Blanco County, Colorado",Rio Blanco,11,2034,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 1.9 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.2,95% C.I.: 7 - 12
8,08103951100,"Census Tract 9511, Rio Blanco County, Colorado",Rio Blanco,11,2993,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 1.9 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.6,95% C.I.: 7.1 - 12.7
9,08049000201,"Census Tract 2.01, Grand County, Colorado",Grand,12,3850,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 2.6 - 13.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.5,95% C.I.: 6.3 - 9.1
10,08049000202,"Census Tract 2.02, Grand County, Colorado",Grand,12,5497,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 2.6 - 13.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.3,95% C.I.: 6.1 - 9.6
11,08049000100,"Census Tract 1, Grand County, Colorado",Grand,12,2366,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 2.6 - 13.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.5 - 8.8
12,08081000600,"Census Tract 6, Moffat County, Colorado",Moffat,11,1170,Lowest Quintile,County/Regional Estimate 6% (95% C.I.: 3.4 - 8.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.8,95% C.I.: 5.8 - 10.1
13,08081000500,"Census Tract 5, Moffat County, Colorado",Moffat,11,3086,Lowest Quintile,County/Regional Estimate 6% (95% C.I.: 3.4 - 8.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.1,95% C.I.: 5.2 - 7.7
14,08081000400,"Census Tract 4, Moffat County, Colorado",Moffat,11,3195,Lowest Quintile,County/Regional Estimate 6% (95% C.I.: 3.4 - 8.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6,95% C.I.: 5.1 - 8.4
15,08081000300,"Census Tract 3, Moffat County, Colorado",Moffat,11,2247,Lowest Quintile,County/Regional Estimate 6% (95% C.I.: 3.4 - 8.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.1,95% C.I.: 7 - 10.7
16,08057955600,"Census Tract 9556, Jackson County, Colorado",Jackson,11,1118,Highest Quintile,County/Regional Estimate 8.4% (95% C.I.: 0 - 21.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.9,95% C.I.: 9.7 - 17
17,08121924100,"Census Tract 9241, Washington County, Colorado",Washington,1,1508,Middle Quintile,County/Regional Estimate 10% (95% C.I.: 1.2 - 18.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.5,95% C.I.: 7.7 - 12
18,08107000800,"Census Tract 8, Routt County, Colorado",Routt,11,1564,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.5,95% C.I.: 7.5 - 10.2
19,08107000700,"Census Tract 7, Routt County, Colorado",Routt,11,4344,Highest Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11,95% C.I.: 9.5 - 12.9
20,08107000500,"Census Tract 5, Routt County, Colorado",Routt,11,3446,Fourth Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.2,95% C.I.: 8.9 - 12.1
21,08107000200,"Census Tract 2, Routt County, Colorado",Routt,11,1467,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.1,95% C.I.: 7.8 - 11
22,08107000400,"Census Tract 4, Routt County, Colorado",Routt,11,2537,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.2,95% C.I.: 7.1 - 10.3
23,08107000600,"Census Tract 6, Routt County, Colorado",Routt,11,2359,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 7.6 - 10.1
24,08107000300,"Census Tract 3, Routt County, Colorado",Routt,11,1719,Lowest Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.3,95% C.I.: 6.4 - 8.6
25,08107000100,"Census Tract 1, Routt County, Colorado",Routt,11,1488,Lowest Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8,95% C.I.: 7 - 9.2
26,08051963900,"Census Tract 9639, Gunnison County, Colorado",Gunnison,10,790,Lowest Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.8,95% C.I.: 6.5 - 9.4
27,08051963700,"Census Tract 9637, Gunnison County, Colorado",Gunnison,10,5431,Highest Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.2,95% C.I.: 10.5 - 14.5
28,08051963600,"Census Tract 9636, Gunnison County, Colorado",Gunnison,10,2841,Second Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.1,95% C.I.: 7.1 - 9.8
29,08051963800,"Census Tract 9638, Gunnison County, Colorado",Gunnison,10,3696,Fourth Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.6,95% C.I.: 8.4 - 11.1
30,08021974900,"Census Tract 9749, Conejos County, Colorado",Conejos,8,3230,Highest Quintile,County/Regional Estimate 12.5% (95% C.I.: 6.4 - 18.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,14.4,95% C.I.: 11.8 - 18.2
31,08021974800,"Census Tract 9748, Conejos County, Colorado",Conejos,8,2746,Highest Quintile,County/Regional Estimate 12.5% (95% C.I.: 6.4 - 18.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,13.3,95% C.I.: 10.9 - 17.4
32,08037000703,"Census Tract 7.03, Eagle County, Colorado",Eagle,12,2903,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,5.3,95% C.I.: 4.6 - 6.1
33,08037000301,"Census Tract 3.01, Eagle County, Colorado",Eagle,12,4408,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 5.9 - 8.1
34,08037000702,"Census Tract 7.02, Eagle County, Colorado",Eagle,12,1226,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,5,95% C.I.: 4.4 - 6
35,08037000402,"Census Tract 4.02, Eagle County, Colorado",Eagle,12,3066,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.3,95% C.I.: 5.4 - 7.5
36,08037000501,"Census Tract 5.01, Eagle County, Colorado",Eagle,12,736,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.8,95% C.I.: 6.8 - 9
37,08037000502,"Census Tract 5.02, Eagle County, Colorado",Eagle,12,3386,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 6 - 7.8
38,08037000302,"Census Tract 3.02, Eagle County, Colorado",Eagle,12,1775,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.7,95% C.I.: 4.1 - 5.6
39,08037000403,"Census Tract 4.03, Eagle County, Colorado",Eagle,12,5696,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.8,95% C.I.: 4.2 - 5.6
40,08037000701,"Census Tract 7.01, Eagle County, Colorado",Eagle,12,855,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.8,95% C.I.: 4.2 - 5.5
41,08037000401,"Census Tract 4.01, Eagle County, Colorado",Eagle,12,4015,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.7 - 7.6
42,08037000503,"Census Tract 5.03, Eagle County, Colorado",Eagle,12,4730,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.4,95% C.I.: 5.6 - 7.4
43,08037000100,"Census Tract 1, Eagle County, Colorado",Eagle,12,966,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.2,95% C.I.: 6.2 - 8.4
44,08037000600,"Census Tract 6, Eagle County, Colorado",Eagle,12,1234,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.5,95% C.I.: 3.8 - 5.5
45,08037000200,"Census Tract 2, Eagle County, Colorado",Eagle,12,5280,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.7 - 7.6
46,08045951901,"Census Tract 9519.01, Garfield County, Colorado",Garfield,12,3245,Middle Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9,95% C.I.: 8.1 - 10
47,08045951701,"Census Tract 9517.01, Garfield County, Colorado",Garfield,12,2944,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.3,95% C.I.: 7.6 - 9.6
48,08045951902,"Census Tract 9519.02, Garfield County, Colorado",Garfield,12,4757,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.6,95% C.I.: 7.8 - 9.6
49,08045951702,"Census Tract 9517.02, Garfield County, Colorado",Garfield,12,3061,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.7,95% C.I.: 7.9 - 9.7
50,08045952001,"Census Tract 9520.01, Garfield County, Colorado",Garfield,12,3552,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.4,95% C.I.: 7.5 - 9.5
51,08045952002,"Census Tract 9520.02, Garfield County, Colorado",Garfield,12,5768,Lowest Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.5,95% C.I.: 6.8 - 8.5
52,08045951803,"Census Tract 9518.03, Garfield County, Colorado",Garfield,12,4841,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.2,95% C.I.: 7.3 - 9.2
53,08045951804,"Census Tract 9518.04, Garfield County, Colorado",Garfield,12,3298,Middle Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.1,95% C.I.: 8.2 - 10.1
54,08045951802,"Census Tract 9518.02, Garfield County, Colorado",Garfield,12,2903,Middle Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.1,95% C.I.: 8.3 - 10.1
55,08045952100,"Census Tract 9521, Garfield County, Colorado",Garfield,12,4673,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.3,95% C.I.: 7.6 - 9.3
56,08067970704,"Census Tract 9707.04, La Plata County, Colorado",La Plata,9,3182,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.5,95% C.I.: 8.7 - 10.4
57,08067970703,"Census Tract 9707.03, La Plata County, Colorado",La Plata,9,4142,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.9,95% C.I.: 9.1 - 10.7
58,08067970701,"Census Tract 9707.01, La Plata County, Colorado",La Plata,9,3722,Middle Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9,95% C.I.: 8.3 - 10
59,08067940300,"Census Tract 9403, La Plata County, Colorado",La Plata,9,4784,Second Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.6,95% C.I.: 7.7 - 10.3
60,08097000500,"Census Tract 5, Pitkin County, Colorado",Pitkin,12,1648,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 0.5 - 6.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.1,95% C.I.: 2.3 - 4.7
61,08097000401,"Census Tract 4.01, Pitkin County, Colorado",Pitkin,12,3913,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 0.5 - 6.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,1.9,95% C.I.: 1.3 - 3.2
62,08097000402,"Census Tract 4.02, Pitkin County, Colorado",Pitkin,12,2459,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 0.5 - 6.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.3,95% C.I.: 1.5 - 3.8
63,08097000100,"Census Tract 1, Pitkin County, Colorado",Pitkin,12,6522,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 0.5 - 6.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.6,95% C.I.: 1.8 - 4
64,08117000402,"Census Tract 4.02, Summit County, Colorado",Summit,12,4011,Lowest Quintile,County/Regional Estimate 3.2% (95% C.I.: 1.1 - 5.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4,95% C.I.: 3.5 - 5
65,08117000401,"Census Tract 4.01, Summit County, Colorado",Summit,12,3926,Lowest Quintile,County/Regional Estimate 3.2% (95% C.I.: 1.1 - 5.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.4,95% C.I.: 2.9 - 4.4
66,08117000100,"Census Tract 1, Summit County, Colorado",Summit,12,6856,Lowest Quintile,County/Regional Estimate 3.2% (95% C.I.: 1.1 - 5.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.6,95% C.I.: 3.1 - 4.8
67,08117000200,"Census Tract 2, Summit County, Colorado",Summit,12,6181,Lowest Quintile,County/Regional Estimate 3.2% (95% C.I.: 1.1 - 5.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3,95% C.I.: 2.6 - 4.1
68,08117000300,"Census Tract 3, Summit County, Colorado",Summit,12,3082,Lowest Quintile,County/Regional Estimate 3.2% (95% C.I.: 1.1 - 5.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.6,95% C.I.: 3.1 - 4.5
69,08067971100,"Census Tract 9711, La Plata County, Colorado",La Plata,9,4099,Highest Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.6,95% C.I.: 10.7 - 12.8
70,08067971000,"Census Tract 9710, La Plata County, Colorado",La Plata,9,2528,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.6,95% C.I.: 9.7 - 11.6
71,08067970900,"Census Tract 9709, La Plata County, Colorado",La Plata,9,3144,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 8.8 - 10.9
72,08067970800,"Census Tract 9708, La Plata County, Colorado",La Plata,9,5764,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.9,95% C.I.: 9.1 - 10.9
73,08067940400,"Census Tract 9404, La Plata County, Colorado",La Plata,9,4426,Middle Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.4,95% C.I.: 8.6 - 10.6
74,08067970600,"Census Tract 9706, La Plata County, Colorado",La Plata,9,6943,Fourth Quintile,County/Regional Estimate 9.7% (95% C.I.: 6.8 - 12.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 8.9 - 10.6
75,08065961900,"Census Tract 9619, Lake County, Colorado",Lake,13,1735,Lowest Quintile,County/Regional Estimate 4.4% (95% C.I.: 0.4 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.4,95% C.I.: 1.7 - 5.2
76,08065961700,"Census Tract 9617, Lake County, Colorado",Lake,13,3995,Lowest Quintile,County/Regional Estimate 4.4% (95% C.I.: 0.4 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,1,95% C.I.: 0.6 - 3.4
77,08029965100,"Census Tract 9651, Delta County, Colorado",Delta,10,3340,Highest Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.4,95% C.I.: 10.4 - 13.1
78,08029965200,"Census Tract 9652, Delta County, Colorado",Delta,10,3423,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.5,95% C.I.: 8.7 - 10.7
79,08029964600,"Census Tract 9646, Delta County, Colorado",Delta,10,2819,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.3,95% C.I.: 9.5 - 11.4
80,08029965000,"Census Tract 9650, Delta County, Colorado",Delta,10,3729,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.1,95% C.I.: 9.2 - 11.2
81,08029964900,"Census Tract 9649, Delta County, Colorado",Delta,10,4179,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.8,95% C.I.: 9.9 - 12.5
82,08029964800,"Census Tract 9648, Delta County, Colorado",Delta,10,3324,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10,95% C.I.: 9 - 11.8
83,08029964700,"Census Tract 9647, Delta County, Colorado",Delta,10,3068,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 7.8 - 15.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.3,95% C.I.: 8.5 - 10.5
84,08003960300,"Census Tract 9603, Alamosa County, Colorado",Alamosa,8,3418,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 8.3 - 12.3
85,08003960200,"Census Tract 9602, Alamosa County, Colorado",Alamosa,8,5502,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 7.2 - 10.5
86,08113968102,"Census Tract 9681.02, San Miguel County, Colorado",San Miguel,10,1493,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.5,95% C.I.: 1.7 - 5
87,08113968101,"Census Tract 9681.01, San Miguel County, Colorado",San Miguel,10,1726,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.7,95% C.I.: 1.9 - 4.6
88,08113968103,"Census Tract 9681.03, San Miguel County, Colorado",San Miguel,10,1667,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3.6,95% C.I.: 2.7 - 5.4
89,08113968200,"Census Tract 9682, San Miguel County, Colorado",San Miguel,10,1325,Lowest Quintile,County/Regional Estimate 1.9% (95% C.I.: 0 - 4.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,3,95% C.I.: 2.1 - 5
90,08079973600,"Census Tract 9736, Mineral County, Colorado",Mineral,8,674,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 0.2 - 14.7),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.5,95% C.I.: 4.8 - 15.5
91,08083941100,"Census Tract 9411, Montezuma County, Colorado",Montezuma,9,795,Highest Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,18,95% C.I.: 15.7 - 21.5
92,08083969400,"Census Tract 9694, Montezuma County, Colorado",Montezuma,9,2992,Highest Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.5,95% C.I.: 10.2 - 13.8
93,08083969100,"Census Tract 9691, Montezuma County, Colorado",Montezuma,9,2796,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.7,95% C.I.: 8.6 - 11.3
94,08083969200,"Census Tract 9692, Montezuma County, Colorado",Montezuma,9,2194,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.6,95% C.I.: 8.6 - 11
95,08083969000,"Census Tract 9690, Montezuma County, Colorado",Montezuma,9,2717,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.9,95% C.I.: 8.9 - 11.4
96,08083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,9,3948,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.3,95% C.I.: 9.2 - 12
97,08083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,9,4434,Fourth Quintile,County/Regional Estimate 9.2% (95% C.I.: 5.9 - 12.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.8,95% C.I.: 8.8 - 11.5
98,08003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,8,1230,Lowest Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.9,95% C.I.: 6.6 - 10
99,08003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,8,2057,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 4.8 - 14.8),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.1,95% C.I.: 6.9 - 10.3
100,08091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,10,3951,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 0.8 - 15.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.3,95% C.I.: 5.7 - 10.4
