OBJECTID,FIPS,NAME,COUNTY,HSR,PHYSH,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MCONFINT
1046,08041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4,10.2,3926,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 10.5
1047,08041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,4,10,5319,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.6 - 10.3
1048,08041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,4,10.5,6146,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.1 - 10.9
1049,08041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4,9.8,4561,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10.2
1050,08041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,4,10.6,5760,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.2 - 10.9
1051,08041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4,8.1,5032,Second Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.8 - 8.5
1052,08041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,4,8.5,654,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.1 - 8.9
1053,08041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,4,6.5,5365,Lowest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.1 - 6.8
1054,08041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,4,10.6,2477,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.3 - 10.9
1055,08041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,4,10.1,5247,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 10.5
1056,08041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,4,9.8,3593,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.5 - 10.2
1057,08041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,4,9.7,1757,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10
1058,08041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,4,10.5,5159,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.1 - 10.9
1059,08041008000,"Census Tract 80, El Paso County, Colorado",El Paso,4,9.6,3403,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.3 - 9.9
1060,08041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,4,9.8,5260,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.5 - 10.1
1061,08041007400,"Census Tract 74, El Paso County, Colorado",El Paso,4,10.5,6251,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.2 - 10.7
1062,08041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,4,10.1,3174,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 10.4
1063,08041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,4,10.6,2396,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.2 - 10.9
1064,08041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4,11.4,4492,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.9 - 11.9
1065,08041006600,"Census Tract 66, El Paso County, Colorado",El Paso,4,10.2,2093,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 9.9 - 10.5
1066,08041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,4,11.4,2505,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.9 - 11.9
1067,08041006400,"Census Tract 64, El Paso County, Colorado",El Paso,4,10.8,5225,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.3 - 11.2
1068,08041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,4,10,3663,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.7 - 10.3
1069,08041005400,"Census Tract 54, El Paso County, Colorado",El Paso,4,11.5,4059,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11 - 12
1070,08041005300,"Census Tract 53, El Paso County, Colorado",El Paso,4,10.7,3611,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.3 - 11.3
1071,08041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,4,11.2,3288,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.7 - 11.7
1072,08041004800,"Census Tract 48, El Paso County, Colorado",El Paso,4,9.8,3950,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.5 - 10.2
1073,08041002700,"Census Tract 27, El Paso County, Colorado",El Paso,4,10.5,2429,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.1 - 11
1074,08041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,4,10.8,2631,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.5 - 11.1
1075,08041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,4,10.8,3384,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.5 - 11.3
1076,08041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4,10.5,4191,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.2 - 10.8
1077,08041002200,"Census Tract 22, El Paso County, Colorado",El Paso,4,10.2,2095,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 10.5
1078,08041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,4,10.4,3525,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 9.9 - 10.8
1079,08041003100,"Census Tract 31, El Paso County, Colorado",El Paso,4,11.3,3588,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.9 - 11.6
1080,08041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,4,10.7,2925,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.3 - 11.1
1081,08041001400,"Census Tract 14, El Paso County, Colorado",El Paso,4,10,2948,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.7 - 10.3
1082,08041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4,9.7,4357,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10
1083,08041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,4,10.3,2574,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10 - 10.7
1084,08041000800,"Census Tract 8, El Paso County, Colorado",El Paso,4,9.7,2393,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10.1
1085,08041000700,"Census Tract 7, El Paso County, Colorado",El Paso,4,10.5,2547,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.1 - 10.9
1086,08041000600,"Census Tract 6, El Paso County, Colorado",El Paso,4,10,2690,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.7 - 10.4
1087,08041000500,"Census Tract 5, El Paso County, Colorado",El Paso,4,9.2,1897,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.9 - 9.5
1088,08041000400,"Census Tract 4, El Paso County, Colorado",El Paso,4,10.5,1836,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.2 - 10.8
1089,08041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4,8.9,4335,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.6 - 9.2
1090,08041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4,10,3901,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.7 - 10.4
1091,08041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4,9.7,4788,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10
1092,08005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,15,7.9,4171,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.5 - 8.4
1093,08005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,15,7.9,3796,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.5 - 8.3
1094,08005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,15,7.5,3404,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.1 - 7.8
1095,08005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,15,7.4,4170,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.2 - 7.7
1096,08005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,15,7.8,2619,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8
1097,08005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,15,7.6,4615,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.8
1098,08005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,15,7.4,2639,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.1 - 7.6
1099,08005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,15,7.6,1838,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.3 - 7.8
1100,08005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,15,7.2,2240,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.9 - 7.5
1101,08055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,6,17.7,3041,Highest Quintile,County/Regional Estimate 21.5% (95% C.I.: 10.9 - 32.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 15 - 21
1102,08055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,6,15,2427,Highest Quintile,County/Regional Estimate 21.5% (95% C.I.: 10.9 - 32.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 11.9 - 19.8
1103,08005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,15,7.9,1883,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.1
1104,08005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,15,7.8,3493,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8
1105,08005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,15,7.6,2570,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.3 - 7.9
1106,08005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,15,7.2,3981,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 7.4
1107,08005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,15,7.7,3868,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8
1108,08005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,15,7.8,3320,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8.1
1109,08005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,15,7.8,2770,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.1
1110,08005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,15,7.5,1252,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.8
1111,08005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,15,7,4281,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.7 - 7.3
1112,08005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,15,8.1,2498,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.8 - 8.4
1113,08005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,15,7.8,2358,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8.1
1114,08005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,15,8.5,3101,Middle Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.2 - 8.8
1115,08005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,15,7.9,2399,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.2
1116,08005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,15,7.9,4221,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.2
1117,08005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,15,7.5,3702,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.2 - 7.8
1118,08005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,15,7.5,2542,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.7
1119,08005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,15,7.7,2232,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8
1120,08005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,15,8,2032,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.7 - 8.3
1121,08005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,15,7.7,2496,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8
1122,08005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,15,7.8,3283,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8.2
1123,08005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,15,6.6,6029,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.3 - 7
1124,08005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,15,8.1,2313,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.7 - 8.5
1125,08005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,15,8.7,2204,Middle Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.3 - 9.1
1126,08005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,15,8.5,1774,Middle Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8 - 9
1127,08005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,15,7.1,2339,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.4
1128,08005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,15,7.1,2043,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 7.4
1129,08005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,15,8,3759,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.7 - 8.3
1130,08005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,15,6.7,2475,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.4 - 6.9
1131,08005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,15,7.1,2624,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 7.4
1132,08005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,15,7.6,3816,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.9
1133,08005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,15,7,2059,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.3
1134,08005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,15,7.5,2848,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.2 - 7.8
1135,08005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,15,7.3,2648,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7 - 7.6
1136,08005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,15,7,2241,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.3
1137,08041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,4,10.8,2746,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 10.5 - 11.2
1138,08041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,4,9.7,3381,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 9.3 - 11.4),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.4 - 10
1139,08005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,15,8.3,3050,Middle Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.9 - 8.7
1140,08005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,15,8,2714,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.3
1141,08005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,15,7.7,6084,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8
1142,08005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,15,7.7,2472,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8.1
1143,08005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,15,7.3,3977,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7 - 7.6
